,L_1_values,L_inf_values
932,2.136586548088058e-05,3.5928463705080097e-07
933,2.1354476607238663e-05,3.6135942842510746e-07
934,2.135791328468942e-05,3.6161913048451026e-07
935,2.1349901126672588e-05,3.6302380600947737e-07
936,2.1342252174881474e-05,3.573496060410503e-07
937,2.1331798081436725e-05,3.586403239320692e-07
938,2.1338046256917785e-05,3.587253942521711e-07
939,2.1329811797784108e-05,3.5869883683592587e-07
940,2.1320883215742427e-05,3.598841771397039e-07
941,2.1318863535026056e-05,3.5994816365571705e-07
942,2.1312089773597842e-05,3.63764706502866e-07
943,2.1323296937489963e-05,3.6593550547065355e-07
944,2.1316302062958373e-05,3.696953417338803e-07
945,2.1316113213774087e-05,3.6985655030366955e-07
946,2.132910538765341e-05,3.6975051482177114e-07
947,2.133490254187777e-05,3.688283040485883e-07
948,2.1328872408981194e-05,3.697003865532408e-07
949,2.1330648337303685e-05,3.7093863853092946e-07
950,2.131666365412713e-05,3.7289880531664555e-07
951,2.1304023670357932e-05,3.741089425422586e-07
952,2.130321739577377e-05,3.741496377294977e-07
953,2.130653761532224e-05,3.7413215135414595e-07
954,2.1310669131845575e-05,3.742818742183567e-07
955,2.130802728567144e-05,3.7436473413278633e-07
956,2.1302127185073637e-05,3.736274046164443e-07
957,2.1299529812874708e-05,3.736009265064015e-07
958,2.1296604776260607e-05,3.736859597755153e-07
959,2.1300758709702553e-05,3.7386997961512674e-07
960,2.1285355660708116e-05,3.676324986201548e-07
961,2.128879790674422e-05,3.678108351625614e-07
962,2.12954110121526e-05,3.681706100433715e-07
963,2.129848179908729e-05,3.6740098851668317e-07
964,2.129814310365548e-05,3.667076478291391e-07
965,2.1292559576051937e-05,3.6671854454001797e-07
966,2.128827628734536e-05,3.549566992034291e-07
967,2.130691066576282e-05,3.543683703540892e-07
968,2.1299742719169374e-05,3.52183406847885e-07
969,2.1319444492758647e-05,3.51686129397302e-07
970,2.130893239763086e-05,3.4005523148573893e-07
971,2.134032550318505e-05,3.381955961185034e-07
972,2.1358050345178616e-05,3.3661656433369946e-07
973,2.1384052422241766e-05,3.3452458462215434e-07
974,2.1384460964907264e-05,3.34445377390142e-07
975,2.1384460964907264e-05,3.34445377390142e-07
976,2.140075674287765e-05,3.3295376486573503e-07
977,2.138998687863988e-05,3.355853480076051e-07
978,2.1379966594032035e-05,3.377915513887804e-07
979,2.1367740373905478e-05,3.3957046497925194e-07
980,2.1379885201481617e-05,3.378792237826003e-07
981,2.1381428029459187e-05,3.3796076966371244e-07
982,2.1383429897975516e-05,3.3822535389561744e-07
983,2.139099905483586e-05,3.4023066092702545e-07
984,2.139059067220476e-05,3.42432315838261e-07
985,2.1390709578647034e-05,3.4039319352334474e-07
986,2.1378460866636193e-05,3.345642557974491e-07
987,2.137564416526363e-05,3.368854174159144e-07
988,2.136272231959238e-05,3.3762948857860417e-07
989,2.1364299283726664e-05,3.378682251829388e-07
990,2.1373926105464757e-05,3.379090255147163e-07
991,2.1367218039272873e-05,3.380749678616372e-07
992,2.1357861971922254e-05,3.3147332704022013e-07
993,2.136486366238967e-05,3.3166438277370394e-07
994,2.1368067743140334e-05,3.3207561941332194e-07
995,2.135596749542899e-05,3.2539685940079315e-07
996,2.1356552047307017e-05,3.255533855582054e-07
997,2.1354812371873482e-05,3.2530756146166926e-07
998,2.135285473611885e-05,3.2557784366267124e-07
999,2.1352288431352974e-05,3.255684955025646e-07
1000,2.135162468492213e-05,3.2570457055116473e-07
1001,2.1365382684171857e-05,3.3230849531352266e-07
1002,2.1361147695877837e-05,3.319299306316851e-07
1003,2.1379117679213846e-05,3.303139535385081e-07
1004,2.1368766438502995e-05,3.284462431106143e-07
1005,2.136403315604884e-05,3.2761379523351026e-07
1006,2.1380138877120245e-05,3.2578820599621134e-07
1007,2.139981376024403e-05,3.245289986543088e-07
1008,2.1406392558479895e-05,3.248081448598864e-07
1009,2.1404973194647953e-05,3.2621241279915533e-07
1010,2.1411228508670477e-05,3.261919553826269e-07
1011,2.1401224295594444e-05,3.2764627667574996e-07
1012,2.138066447273625e-05,3.289690237030938e-07
1013,2.137302049151372e-05,3.300863249553875e-07
1014,2.136701775282771e-05,3.3119083013955237e-07
1015,2.1358846987148696e-05,3.322380053878315e-07
1016,2.1350591812513953e-05,3.3007357219925844e-07
1017,2.1354554075613328e-05,3.296752931437513e-07
1018,2.1349580283238566e-05,3.3068893619536366e-07
1019,2.1344733279803425e-05,3.3168775793883617e-07
1020,2.133884494613327e-05,3.327290871049537e-07
1021,2.1336447758174742e-05,3.32788466258832e-07
1022,2.1338009786495315e-05,3.325096397235166e-07
1023,2.1332022504481153e-05,3.3350451977709454e-07
1024,2.1334678479555785e-05,3.3275604787696024e-07
1025,2.132172578033838e-05,3.321473339133779e-07
1026,2.1327062894062734e-05,3.318414298540474e-07
1027,2.133520523607447e-05,3.305735708907012e-07
1028,2.133549985423031e-05,3.305517543039747e-07
1029,2.135328013835418e-05,3.2981034654659443e-07
1030,2.1357171836793054e-05,3.3010613324892407e-07
1031,2.1347928388641982e-05,3.314179244602228e-07
1032,2.1350772716790233e-05,3.265360058768682e-07
1033,2.1342623766932376e-05,3.303255205436777e-07
1034,2.134994338248561e-05,3.309681332316705e-07
1035,2.1340891125081602e-05,3.251055796402998e-07
1036,2.1341379515304445e-05,3.251425877753427e-07
1037,2.133832742191195e-05,3.251369600544565e-07
1038,2.1324640669077243e-05,3.250809807444595e-07
1039,2.1327431583213656e-05,3.2513082873936414e-07
1040,2.132797323776913e-05,3.2541981398313343e-07
1041,2.134171288546082e-05,3.307986706328699e-07
1042,2.1327757777758956e-05,3.3275038648925537e-07
1043,2.1325966327180526e-05,3.3140608467457827e-07
1044,2.1332915315853143e-05,3.314760298540543e-07
1045,2.1340826008072466e-05,3.3167987266791044e-07
1046,2.1348006785381694e-05,3.3275424369288454e-07
1047,2.1354567171653365e-05,3.3438858909835634e-07
1048,2.134249042510327e-05,3.363316169218234e-07
1049,2.134453969574875e-05,3.366476992749577e-07
1050,2.1347548455921772e-05,3.370609504118856e-07
1051,2.1351671440242977e-05,3.3708491177044394e-07
1052,2.136008885150338e-05,3.371920222165033e-07
1053,2.1357447256325108e-05,3.3739028618837934e-07
1054,2.1357823164058342e-05,3.373029841887206e-07
1055,2.135980250682042e-05,3.372021718977324e-07
1056,2.1361347322176334e-05,3.3937728448200733e-07
1057,2.135957261220653e-05,3.397033019596048e-07
1058,2.1351035713894406e-05,3.4014119012681783e-07
1059,2.134663475525921e-05,3.402400650812759e-07
1060,2.1338372804663142e-05,3.406180020417787e-07
1061,2.131429304289045e-05,3.3351981544157e-07
1062,2.130177183360489e-05,3.334660979482953e-07
1063,2.1291543203828825e-05,3.3034488527149366e-07
1064,2.129632444509946e-05,3.316286297971443e-07
1065,2.1292911596973037e-05,3.316012731552232e-07
1066,2.1292004592225463e-05,3.320700215184072e-07
1067,2.1291346298655885e-05,3.303976031670435e-07
1068,2.1291819097029315e-05,3.305259697113096e-07
1069,2.1275666171557678e-05,3.29006179731669e-07
1070,2.127211663379835e-05,3.1728854078584567e-07
1071,2.127888262363177e-05,3.1708103073643745e-07
1072,2.128073647624694e-05,3.1297659758281365e-07
1073,2.128712124676095e-05,3.128470028904627e-07
1074,2.129745575264229e-05,3.107619578436825e-07
1075,2.130405684255998e-05,3.1012786723454785e-07
1076,2.1315205692166237e-05,3.098519318688902e-07
1077,2.1329447455155548e-05,3.095969626928172e-07
1078,2.1345541045840552e-05,3.093088404057377e-07
1079,2.13542205861178e-05,3.089635648939233e-07
1080,2.137716108022433e-05,3.086196042750607e-07
1081,2.1402248256244534e-05,3.0820807003841095e-07
1082,2.1432171503066656e-05,3.0765361316511786e-07
1083,2.1442840013093422e-05,3.072097512977182e-07
1084,2.1460172006668923e-05,3.0660695099400054e-07
1085,2.148013710954714e-05,3.0445925869512396e-07
1086,2.149939595526248e-05,3.028403539857702e-07
1087,2.1507277201973645e-05,3.0614934610810214e-07
1088,2.149173829417103e-05,3.0339636822951023e-07
1089,2.149420480221612e-05,3.0179593267518974e-07
1090,2.1505308236648863e-05,3.020771776857974e-07
1091,2.147993250103466e-05,3.035475765768264e-07
1092,2.1460605912103004e-05,3.0485784427911706e-07
1093,2.147045928401763e-05,3.0468557658008205e-07
1094,2.145090538960973e-05,3.0417131842194175e-07
1095,2.1436695980906285e-05,3.053515777215235e-07
1096,2.142309113708877e-05,3.064359284571344e-07
1097,2.1411054776505044e-05,3.075826931953936e-07
1098,2.140040199608202e-05,3.086779900537511e-07
1099,2.1390494510667336e-05,3.097520699420299e-07
1100,2.1380337011362067e-05,3.1082435938852005e-07
1101,2.1370419190464184e-05,3.119295384820792e-07
1102,2.1359383553012583e-05,3.1294383814012635e-07
1103,2.1350643992889547e-05,3.1405516869011426e-07
1104,2.1349967161927018e-05,3.1299132715472136e-07
1105,2.1340684729642167e-05,3.1408537488615886e-07
1106,2.132849788010621e-05,3.146777123719713e-07
1107,2.1319666594285216e-05,3.15783974304284e-07
1108,2.131333510239129e-05,3.1679793262234284e-07
1109,2.1306735588134274e-05,3.177993646395975e-07
1110,2.130154696705713e-05,3.1880196146304416e-07
1111,2.129559444497625e-05,3.197579316453204e-07
1112,2.128577983164113e-05,3.2055825090933636e-07
1113,2.1281559945945705e-05,3.215426289615114e-07
1114,2.1274434647066626e-05,3.225338696927076e-07
1115,2.1270412594105004e-05,3.2350860102356586e-07
1116,2.1266485462595236e-05,3.2447908575613643e-07
1117,2.126263564195833e-05,3.254456504625974e-07
1118,2.1258883222389714e-05,3.2640858573722706e-07
1119,2.125524114586058e-05,3.273681510220777e-07
1120,2.1250999694261296e-05,3.2829851689068395e-07
1121,2.12407618526774e-05,3.2928670251420893e-07
1122,2.1233535947237038e-05,3.3023403514002104e-07
1123,2.1227516879666565e-05,3.3108327593954387e-07
1124,2.1222998234788003e-05,3.3189514486839206e-07
1125,2.1219751254957987e-05,3.3283863673037744e-07
1126,2.121708101096661e-05,3.3358781071542447e-07
1127,2.1213930890266013e-05,3.3452711706774224e-07
1128,2.120886175434076e-05,3.355084758285659e-07
1129,2.1205706377945544e-05,3.364263777289347e-07
1130,2.1209055433189654e-05,3.3620135613106787e-07
1131,2.1212271339238868e-05,3.359854626946812e-07
1132,2.1209146613271955e-05,3.3692691446435036e-07
1133,2.1212166051826877e-05,3.367349484236137e-07
1134,2.1209032659244114e-05,3.376777348106233e-07
1135,2.1206908951333874e-05,3.362234125433878e-07
1136,2.1203978204596575e-05,3.3717047465758235e-07
1137,2.1202921029096606e-05,3.370778104452237e-07
1138,2.1199916618348225e-05,3.380158985683835e-07
1139,2.1202131457979208e-05,3.3784076962867246e-07
1140,2.119678162294954e-05,3.3550982788359997e-07
1141,2.119499859861275e-05,3.3640635076317015e-07
1142,2.1189530792561678e-05,3.3735157193818483e-07
1143,2.1186693331706544e-05,3.3828413498014253e-07
1144,2.118388969969597e-05,3.3921523040245886e-07
1145,2.1184337929477047e-05,3.3918386076869126e-07
1146,2.1184302328519796e-05,3.399444050010062e-07
1147,2.1181565639489795e-05,3.4087298765480045e-07
1148,2.117890086623676e-05,3.4136132709227135e-07
1149,2.1175130715714823e-05,3.4201335852322054e-07
1150,2.117774727624744e-05,3.419581025310144e-07
1151,2.118028480418721e-05,3.424694783592683e-07
1152,2.117786289068688e-05,3.4336728558924163e-07
1153,2.117510147914277e-05,3.4187445460667627e-07
1154,2.1169136526769657e-05,3.435441095795755e-07
1155,2.1161017430257415e-05,3.442405047721311e-07
1156,2.115849821222553e-05,3.4499363471375027e-07
1157,2.1154073186102203e-05,3.467807708656949e-07
1158,2.1153629687944662e-05,3.459997191296368e-07
1159,2.1150719471948638e-05,3.467822792494931e-07
1160,2.1148235509906686e-05,3.4770659063941633e-07
1161,2.114402361477311e-05,3.4856235729402045e-07
1162,2.113971708683302e-05,3.494216081468781e-07
1163,2.1150745407195484e-05,3.520935702627612e-07
1164,2.116113309620859e-05,3.5358558488163223e-07
1165,2.1165941125272326e-05,3.5259565535934423e-07
1166,2.1149509358880415e-05,3.53802793361092e-07
1167,2.114544264258098e-05,3.544902425361521e-07
1168,2.1149325955797618e-05,3.546334915023926e-07
1169,2.115136485917366e-05,3.546613838564015e-07
1170,2.1148631222299895e-05,3.5497981569562934e-07
1171,2.1165563118884586e-05,3.553770794683427e-07
1172,2.115910426386051e-05,3.539245862239506e-07
1173,2.1154348861337453e-05,3.54743148621161e-07
1174,2.1148156652449067e-05,3.55116864955894e-07
1175,2.1145261844726096e-05,3.559285625917782e-07
1176,2.1150993166898202e-05,3.5579435872325784e-07
1177,2.1157241980135583e-05,3.556916104555721e-07
1178,2.11598225210782e-05,3.5242587218064083e-07
1179,2.1163147699293375e-05,3.5178770996220397e-07
1180,2.116987704190457e-05,3.5167985566174093e-07
1181,2.1172599824530716e-05,3.514390471595467e-07
1182,2.1179600268582255e-05,3.513268554521437e-07
1183,2.11815728863363e-05,3.5120637825902963e-07
1184,2.118910949493315e-05,3.5108958213667175e-07
1185,2.119688362907331e-05,3.509703767768713e-07
1186,2.120486582790983e-05,3.5084868685716335e-07
1187,2.121310086560748e-05,3.509003458999981e-07
1188,2.1221424677601464e-05,3.5077344803262297e-07
1189,2.122750595117251e-05,3.505274819746947e-07
1190,2.1236193785145606e-05,3.503950345335601e-07
1191,2.123999487047799e-05,3.5030881808196936e-07
1192,2.124686517594738e-05,3.489881953828259e-07
1193,2.1257311115262157e-05,3.4511111235841263e-07
1194,2.126329866369591e-05,3.450234305431232e-07
1195,2.127301132599609e-05,3.4487540537919326e-07
1196,2.1282949977385036e-05,3.4472393604442504e-07
1197,2.1287736995574582e-05,3.4446210494781167e-07
1198,2.1316835637333076e-05,3.3487507838463806e-07
1199,2.132750865954092e-05,3.3471252328693766e-07
1200,2.133895013562509e-05,3.3448319426753425e-07
1201,2.1350153718366524e-05,3.343125584870113e-07
1202,2.1361752949319675e-05,3.3413765451386134e-07
1203,2.137372050902583e-05,3.3395832017641505e-07
1204,2.138613051156511e-05,3.4420313927011963e-07
1205,2.13988965306983e-05,3.549393605497369e-07
1206,2.1412741628335e-05,3.6595838568490506e-07
1207,2.142532184411785e-05,3.7727214580537374e-07
1208,2.1438163266803228e-05,3.888910087760333e-07
1209,2.1452364914291632e-05,4.0082837453707606e-07
1210,2.1461944163360186e-05,4.131090348880172e-07
1211,2.14783901801522e-05,4.2572391163164526e-07
1212,2.1493826762814733e-05,4.3869953931048707e-07
1213,2.1510429935497393e-05,4.5205157492012974e-07
1214,2.1525179332868015e-05,4.6579614923145637e-07
1215,2.15415460589335e-05,4.799519749872302e-07
1216,2.155889476929504e-05,4.945366911640043e-07
1217,2.1576799449465088e-05,5.095704655095104e-07
1218,2.1587923643583375e-05,5.25074590404594e-07
1219,2.160301086345402e-05,5.410266555248027e-07
1220,2.1618795380751942e-05,5.575396159831724e-07
1221,2.1638938486160257e-05,5.745943194302727e-07
1222,2.165993287206018e-05,5.922177923865699e-07
1223,2.166967555531056e-05,6.104440107760323e-07
1224,2.169153050005815e-05,6.292941586434818e-07
1225,2.171477358759127e-05,6.488061698972843e-07
1226,2.1738847424552477e-05,6.690155752832257e-07
1227,2.1763259522107222e-05,6.899604233301525e-07
1228,2.1789130220111527e-05,7.116816477118797e-07
1229,2.1815977965130736e-05,7.342232078529954e-07
1230,2.184144518063418e-05,7.57632559797145e-07
1231,2.187159943320716e-05,7.81960639044196e-07
1232,2.1895343613455475e-05,8.072612989011894e-07
1233,2.1934592571049894e-05,8.336014163534673e-07
1234,2.1967558617069412e-05,8.610353753832834e-07
1235,2.2003042284957958e-05,8.896423892419841e-07
1236,2.203890053540905e-05,9.194894409578359e-07
1237,2.2061968757482458e-05,9.19496869961041e-07
1238,2.210002459917097e-05,9.506720009150679e-07
1239,2.2103127583204823e-05,9.506733399203925e-07
1240,2.2110912468908066e-05,9.506592502966715e-07
1241,2.2119416936454694e-05,9.50648830260957e-07
1242,2.211148153884663e-05,9.506472894650244e-07
1243,2.211927216821772e-05,9.506463643496548e-07
1244,2.211909126093832e-05,9.506363147224168e-07
1245,2.2116522605942767e-05,9.506307236613807e-07
1246,2.21127846500462e-05,9.506415759892133e-07
1247,2.211171804509789e-05,9.506479675279356e-07
1248,2.211657285571336e-05,9.506525741994074e-07
1249,2.212022019211111e-05,9.506402552971563e-07
1250,2.2110497919386145e-05,9.503734472579311e-07
1251,2.2117996979018607e-05,9.50384947796611e-07
1252,2.2108771911123514e-05,9.501450182682256e-07
1253,2.2119196011878775e-05,9.501299676671262e-07
1254,2.2123075995696157e-05,9.486492603885695e-07
1255,2.2123456629402467e-05,9.486344355785002e-07
1256,2.2118080941520156e-05,9.48395143794437e-07
1257,2.2128940210878055e-05,9.483935115659069e-07
1258,2.2121513517956402e-05,9.484116342293085e-07
1259,2.211475172784785e-05,9.484176004652354e-07
1260,2.211552086355992e-05,9.484175108979027e-07
1261,2.2119179758854052e-05,9.484135726077548e-07
1262,2.2134303990053882e-05,9.483786882384407e-07
1263,2.213078694661007e-05,9.481549893857909e-07
1264,2.211747919542781e-05,9.479320613645986e-07
1265,2.2119468711265942e-05,9.479321558420758e-07
1266,2.2110298601868516e-05,9.479317252237362e-07
1267,2.2117311536011905e-05,9.47925059548708e-07
1268,2.2118729452301037e-05,9.479220504504678e-07
1269,2.2111078568262606e-05,9.476955724303798e-07
1270,2.211434802436894e-05,9.476939221055573e-07
1271,2.210218728256926e-05,9.474668951595134e-07
1272,2.2106804506989613e-05,9.474654688828916e-07
1273,2.210562935415094e-05,9.474638379049774e-07
1274,2.209735151096986e-05,9.474763846845398e-07
1275,2.209724116438411e-05,9.474723993201916e-07
1276,2.2094770867637585e-05,9.472342292175828e-07
1277,2.2078560848338316e-05,9.472109354216333e-07
1278,2.208690006771982e-05,9.472227208845536e-07
1279,2.2097843623246173e-05,9.472488004195117e-07
1280,2.2119182073649932e-05,9.472650138695865e-07
1281,2.213401253666427e-05,9.472826263827393e-07
1282,2.2153761859169355e-05,9.472924921589045e-07
1283,2.2168728657396748e-05,9.473634114241045e-07
1284,2.2185295447231684e-05,9.47398494961525e-07
1285,2.219629633968781e-05,9.47435521242185e-07
1286,2.2198836285650088e-05,9.474371650779917e-07
1287,2.2169988512232418e-05,9.471748773717085e-07
1288,2.2164475788187396e-05,9.469160834916796e-07
1289,2.2154700479182123e-05,9.469112057770628e-07
1290,2.215576824078776e-05,9.469106418787758e-07
1291,2.2157291192624048e-05,9.469103899527733e-07
1292,2.215425328660002e-05,9.469108287006979e-07
1293,2.214897922481304e-05,9.469112417537026e-07
1294,2.215468973862703e-05,9.469111620423409e-07
1295,2.2161855962367554e-05,9.469014799133941e-07
1296,2.2153582610318987e-05,9.469052712132098e-07
1297,2.2150470273591187e-05,9.468784915973571e-07
1298,2.215085256961252e-05,9.469067839519642e-07
1299,2.2154311253309363e-05,9.469055166250764e-07
1300,2.215990459044854e-05,9.469037185985702e-07
1301,2.216259198199776e-05,9.4690276078804e-07
1302,2.215750602516661e-05,9.466690168489156e-07
1303,2.2168924264120095e-05,9.466659280507859e-07
1304,2.21660391473224e-05,9.466607477526448e-07
1305,2.2169939762805972e-05,9.466334301247862e-07
1306,2.217320366689878e-05,9.466284609477213e-07
1307,2.217035429777365e-05,9.466295440163505e-07
1308,2.2161274925720654e-05,9.466374135497249e-07
1309,2.215832388050442e-05,9.466362928031906e-07
1310,2.2166673298982564e-05,9.466257557173885e-07
1311,2.217483404551669e-05,9.466256753171129e-07
1312,2.2166828872110563e-05,9.466231445519158e-07
1313,2.2169187749210778e-05,9.466233565573176e-07
1314,2.215906932712166e-05,9.466261096028333e-07
1315,2.215599064423337e-05,9.466181371775887e-07
1316,2.2158623791386218e-05,9.466169168789396e-07
1317,2.2156641981759093e-05,9.46611882030101e-07
1318,2.216888711442791e-05,9.466845024392187e-07
1319,2.2174229044804463e-05,9.467133884455003e-07
1320,2.2158028464721242e-05,9.467822033899649e-07
1321,2.2174254009140173e-05,9.468014303095435e-07
1322,2.2168240087366344e-05,9.468019727409637e-07
1323,2.2170619141740795e-05,9.467583948960976e-07
1324,2.2173706408716234e-05,9.467573238865035e-07
1325,2.216537764904374e-05,9.46491778095385e-07
1326,2.2160399597461394e-05,9.464647352375369e-07
1327,2.2173268840923335e-05,9.464395906981194e-07
1328,2.216587120790603e-05,9.462039555813853e-07
1329,2.2169255086918064e-05,9.46197016118321e-07
1330,2.217129256836611e-05,9.46190808993025e-07
1331,2.2178743005070928e-05,9.461901387871814e-07
1332,2.2184329271961635e-05,9.461941230481587e-07
1333,2.2186270250413062e-05,9.461805695047745e-07
1334,2.219138774282186e-05,9.461741401351866e-07
1335,2.2189962616522104e-05,9.461672546879301e-07
1336,2.218962656574864e-05,9.461549970201532e-07
1337,2.2184162152723655e-05,9.461538671624175e-07
1338,2.2179474675098194e-05,9.459211112180049e-07
1339,2.2182893632034503e-05,9.459152402600613e-07
1340,2.2186068035161415e-05,9.459168850198755e-07
1341,2.2190159983472663e-05,9.459164141703266e-07
1342,2.219456635838858e-05,9.459098848746366e-07
1343,2.219880195443103e-05,9.459043234703729e-07
1344,2.22008245792923e-05,9.458970366308756e-07
1345,2.2198315369325018e-05,9.45890798050599e-07
1346,2.2194051151930644e-05,9.458839256179052e-07
1347,2.2194052433292843e-05,9.458870952606853e-07
1348,2.2195230992403736e-05,9.45883286324097e-07
1349,2.2196258063697912e-05,9.459126468168381e-07
1350,2.2194665805908763e-05,9.459167961191863e-07
1351,2.2191259070419443e-05,9.45919570090293e-07
1352,2.2183054569804927e-05,9.459230793581825e-07
1353,2.217201253044488e-05,9.456894516466102e-07
1354,2.216734663201999e-05,9.456900983268812e-07
1355,2.2168464352695088e-05,9.455805661362305e-07
1356,2.2166050098323738e-05,9.456535917673993e-07
1357,2.2158350354016598e-05,9.456473147305487e-07
1358,2.2160341721501988e-05,9.456500733262555e-07
1359,2.2152572534002444e-05,9.454299757382512e-07
1360,2.2160483486261546e-05,9.454365714937587e-07
1361,2.2157671376486948e-05,9.454450942881106e-07
1362,2.2159605638325995e-05,9.454423185523263e-07
1363,2.2163848243587876e-05,9.45427687787039e-07
1364,2.2164663935694227e-05,9.454214704526012e-07
1365,2.2164517178281083e-05,9.454164343239423e-07
1366,2.2164033536660838e-05,9.454109581025087e-07
1367,2.216884438990035e-05,9.454006468808585e-07
1368,2.2173446650206447e-05,9.45391707606707e-07
1369,2.2164570760725178e-05,9.454033091744913e-07
1370,2.217230427589759e-05,9.454071130625522e-07
1371,2.217474079795583e-05,9.45413352057765e-07
1372,2.2175201265343015e-05,9.454185498804555e-07
1373,2.2180868610081544e-05,9.454248400102739e-07
1374,2.2191826572122198e-05,9.45444001066045e-07
1375,2.2196728594776744e-05,9.454445663036109e-07
1376,2.2189707552685442e-05,9.454358226331067e-07
1377,2.2194362780482363e-05,9.45429099192599e-07
1378,2.219540304727877e-05,9.45421388889315e-07
1379,2.2201038646752786e-05,9.454155682352064e-07
1380,2.2200366509935968e-05,9.454109437273374e-07
1381,2.2183780707959984e-05,9.454314167051253e-07
1382,2.219897595835807e-05,9.454395470927071e-07
1383,2.219582455921285e-05,9.454448612066049e-07
1384,2.2190659687184276e-05,9.454494150345988e-07
1385,2.2182981702384242e-05,9.454499199010577e-07
1386,2.2177400577368854e-05,9.454551142672129e-07
1387,2.2188408006278057e-05,9.454624505956241e-07
1388,2.2201301524920852e-05,9.454495369289515e-07
1389,2.2185167924253165e-05,9.454304958180078e-07
1390,2.2194967354394783e-05,9.45451670868551e-07
1391,2.2208556177982218e-05,9.454605462802652e-07
1392,2.222387536056351e-05,9.454882251346332e-07
1393,2.223971521716955e-05,9.455587602665605e-07
1394,2.22541555014429e-05,9.455855113386469e-07
1395,2.2257884712034885e-05,9.455580286434413e-07
1396,2.2266418846025974e-05,9.455722961615202e-07
1397,2.2270260530230306e-05,9.45549284259077e-07
1398,2.2283393494550627e-05,9.460441460744241e-07
1399,2.229880139482329e-05,9.460070428042128e-07
1400,2.229666142761106e-05,9.459753893715508e-07
1401,2.2289599452313413e-05,9.45972630876222e-07
1402,2.2293047533743138e-05,9.459706327546606e-07
1403,2.2279833199402293e-05,9.447767733361706e-07
1404,2.226280908659639e-05,9.445554989200738e-07
1405,2.226953699920216e-05,9.445466029894432e-07
1406,2.2257224855230986e-05,9.443067673020531e-07
1407,2.2250885703231903e-05,9.440688163354032e-07
1408,2.22503810235833e-05,9.440586530496682e-07
1409,2.2236655299689337e-05,9.440549457281856e-07
1410,2.2230623690271157e-05,9.440553330754466e-07
1411,2.2231553357290624e-05,9.440567156254655e-07
1412,2.2225709881716643e-05,9.438378430550781e-07
1413,2.222009659283954e-05,9.43834437839536e-07
1414,2.2225003751345092e-05,9.438356649000374e-07
1415,2.2223212691639705e-05,9.438358285397214e-07
1416,2.2233297090554735e-05,9.438320180797405e-07
1417,2.223362930083527e-05,9.43826395205822e-07
1418,2.2236726813089638e-05,9.438272192307375e-07
1419,2.2242107621305512e-05,9.550064520083906e-07
1420,2.2231470474131426e-05,9.533678187705175e-07
1421,2.2226953486543247e-05,9.533620511326207e-07
1422,2.2206664078639742e-05,9.533706347721987e-07
1423,2.219514784652029e-05,9.531464189848621e-07
1424,2.2201354040940692e-05,9.531684351588505e-07
1425,2.219600797080631e-05,9.531999352213555e-07
1426,2.217790023748725e-05,9.529732378532321e-07
1427,2.2180655551102837e-05,9.529714323652623e-07
1428,2.2183073499001763e-05,9.529692348309873e-07
1429,2.2176729710635377e-05,9.529690823192602e-07
1430,2.2178731726879358e-05,9.529535696210605e-07
1431,2.217630841994654e-05,9.529601991825416e-07
1432,2.2181289971281815e-05,9.529683814466363e-07
1433,2.2174438419962523e-05,9.529853575006435e-07
1434,2.2166697993246407e-05,9.529783355362034e-07
1435,2.215865170274031e-05,9.329471229470462e-07
1436,2.2186001805125725e-05,9.329570613009144e-07
1437,2.2207130880635424e-05,9.345650331799025e-07
1438,2.223247867426233e-05,9.345801807481323e-07
1439,2.2243639204873883e-05,9.345937666231498e-07
1440,2.2249577034258385e-05,9.346283139125081e-07
1441,2.225980597750769e-05,9.346646261001885e-07
1442,2.2284423618881488e-05,9.346837602631617e-07
1443,2.2285734527285378e-05,9.346641878931791e-07
1444,2.2277482435196444e-05,9.344022844994588e-07
1445,2.228282040998825e-05,9.343714227865462e-07
1446,2.2256254072801394e-05,9.161355465642995e-07
1447,2.2251776271354882e-05,9.161390686139709e-07
1448,2.2260128025406046e-05,9.161424174087914e-07
1449,2.2264094099815314e-05,9.161381845783328e-07
1450,2.2278453005808384e-05,9.161352602914243e-07
1451,2.227712876594332e-05,9.161271196667878e-07
1452,2.2268292439242575e-05,9.159090028467464e-07
1453,2.2259982990808988e-05,9.156808771550122e-07
1454,2.2249184819683443e-05,9.15438173455888e-07
1455,2.2229906183353317e-05,9.154397886511038e-07
1456,2.22239943397835e-05,9.154456922377891e-07
1457,2.221708691335298e-05,9.154632060512948e-07
1458,2.2226698534505555e-05,9.15429461049485e-07
1459,2.2227994663006574e-05,9.154271977962601e-07
1460,2.2230484818533138e-05,9.154276691420149e-07
1461,2.2228067108083462e-05,9.154242209824588e-07
1462,2.2218859501432703e-05,9.154199097367755e-07
1463,2.2221499276174186e-05,9.154205934744765e-07
1464,2.2206697070201793e-05,9.151952098719438e-07
1465,2.2204627196944828e-05,9.152189771704218e-07
1466,2.2213249907448667e-05,9.152049645446867e-07
1467,2.2193663073994524e-05,9.151917635646165e-07
1468,2.2232035176343104e-05,9.457855861617467e-07
1469,2.2246407755639305e-05,9.458558929640961e-07
1470,2.225841345078559e-05,9.459156449232488e-07
1471,2.227015998397831e-05,9.459607420669149e-07
1472,2.229117635421202e-05,9.459857909568542e-07
1473,2.2293583504633295e-05,9.460364407124652e-07
